"","category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"rno05163","Human Diseases","Infectious disease: viral","rno05163","Human cytomegalovirus infection","173/5855","258/10049",0.00206923174848798,0.00483293168653699,0.00204386985971776,"Pik3r3/Atf6b/Tap2/Tap1/Bak1/Mapk14/Mapk13/RT1-M3-1/RT1-N3/RT1-S3/Gna12/Gnb2/Atf2/Mapk1/Crkl/Pdgfra/Gsk3b/Calr/Prkca/Cxcr4/Rps6kb1/Grb2/Adcy3/Ptger1/Egfr/Myc/Map2k6/Plcb1/Rock2/Crk/Sos2/Adcy8/Itgav/Gna11/Creb3l1/Traf2/Cyct/Tbk1/Mapk11/Sos1/Calml4/Nfkbia/Ptk2/Gnb5/Src/Ppp3cc/Elk1/Raf1/Map2k1/Ptger3/Cycs/Casp3/Mtor/Akap13/Gnb4/Tsc2/Prkcb/Bid/Tsc1/Creb3l2/Casp9/Creb1/Gnaq/Sp1/Il1r1/Tradd/Pdia3/Gnb3/Rb1/Il10ra/Cx3cl1/Pik3cb/Hras/E2f1/Gng8/Gnai2/Calm3/B2m/Ripk1/Pik3r1/Ikbkb/Fas/Pik3r2/Gnao1/Gng3/Vegfa/Gnai3/Stat3/Map2k2/Irf3/Nfatc4/Il6r/Bax/Plcb3/Rps6kb2/Ptk2b/Chuk/Akt1/Cdk4/Gnas/Nfkb1/Nras/Itpr2/RT1-M6-1/RT1-M6-2/Prkaca/Gnb1/Bcar1/Plcb4/Itpr1/Mapk12/Tapbp/Rela/Tp53/RT1-T24-4/Pxn/Ppp3ca/Tnfrsf1a/Adcy5/RT1-CE2/RT1-N2/Rock1/Akt3/Nfatc1/Arhgef12/RT1-CE16/RT1-T24-3/Jak1/Calm1/Atf4/Arhgef1/Creb3/Cxcl12/Mdm2/Sting1/Prkacb/Rhoa/Traf5/Rheb/E2f2/Adcy9/Rac3/Fadd/Gng12/Ikbkg/RT1-CE11/Ctnnb1/E2f3/Ppp3cb/RT1-CE1/Adcy6/RT1-O1/Pik3ca/Rac1/Nfatc3/Mapk3/Adcy1/Ccnd1/Itpr3/Gnai1/Cdkn1a/Gna13/Eif4ebp1/RT1-CE15/Akt2/Nfatc2/Ppp3r2/Il6/Prkcg/Gng5/Arhgef11/Calm2/Creb5",173
"rno00100","Metabolism","Lipid metabolism","rno00100","Steroid biosynthesis","18/5855","20/10049",0.00227521693800347,0.00527788418951826,0.00223204239532027,"Hsd17b7/Soat1/Ebp/Dhcr24/Cyp51/Sqle/Lipa/Dhcr7/Tm7sf2/Fdft1/Msmo1/Cyp2r1/Cyp27b1/Lss/Soat2/Lbr/Nsdhl/Sc5d",18
"rno04024","Environmental Information Processing","Signal transduction","rno04024","cAMP signaling pathway","150/5855","222/10049",0.00250907956398542,0.0057810549413448,0.00244483570601709,"Pik3r3/Glp1r/Atp2a2/Adora2a/Orai1/Mapk1/Sox9/Kcnk2/Sstr2/Atp1b1/Mapk9/Atp2b4/Adora1/Adcy3/Vipr2/Ppp1cb/Rock2/Cnga1/Crhr1/Ppp1r12a/Adcy8/Crebbp/Gcg/Oxtr/Pde4b/Creb3l1/Cngb3/Rap1b/Gria4/Calml4/Edn3/Vav2/Nfkbia/Rapgef4/Fos/Slc9a1/Gabbr2/Jun/Hcn2/Hcn4/Abcc4/Raf1/Map2k1/Ptger3/Braf/Atp1b2/Atp1b3/Pde3b/Camk2d/Adcyap1r1/Pomc/Grin3b/Rras2/Creb3l2/Creb1/Npy1r/Edn1/Npr1/Gipr/Pik3cb/Gnai2/Calm3/Hhip/Tnni3/Ppp1ca/Pik3r1/Pik3r2/Ptch1/Pde4c/Gnai3/Map2k2/Atp1a3/Camk4/Rras/Vav3/Lipe/Ffar2/Grin2d/Bad/Ppara/Akt1/Hcar1/Afdn/Pde3a/Gpr119/Gnas/Nfkb1/Ppp1r1b/Pld1/Gabbr1/Atp1a1/Cacna1d/Atp2b1/Camk2a/Cacna1c/Prkaca/Acox1/Pde10a/Atp2b2/Grin1/Rela/Drd2/Tiam1/Rap1a/Ppp1cc/Adcy5/Pak1/Acox3/Rock1/Pld2/Akt3/Atp1a2/Nfatc1/Calm1/Atp2a3/Mapk8/Camk2g/Creb3/Mapk10/Pde4d/Plce1/Camk2b/Lhb/Ryr2/Prkacb/Htr6/Rhoa/Adcy9/Bdnf/Rac3/Sstr1/Npy/F2r/Chrm2/Gria2/Atp2b3/Arap3/Adcy6/Rapgef3/Pik3ca/Rac1/Mapk3/Adcy1/Gnai1/Pde4a/Akt2/Calm2/Ep300/Creb5/Cacna1s",150
"rno05226","Human Diseases","Cancer: specific types","rno05226","Gastric cancer","107/5855","154/10049",0.00253210902438147,0.00579496092157103,0.00245071661137592,"Pik3r3/Bak1/Fzd9/Dvl3/Mapk1/Tgfb2/Gsk3b/Wnt9b/Wnt3/Rps6kb1/Grb2/Egfr/Rxrg/Myc/Fzd6/Sos2/Gadd45a/Ctnna2/Ctnna1/Sos1/Tgfbr1/Ccne2/Shc2/Shc4/Fgf22/Rxra/Tgfb3/Raf1/Map2k1/Mtor/Braf/Fgf9/Wnt4/Gadd45g/Ddb2/Shc3/Tcf7l2/Fzd5/Tcf7l1/Ccne1/Wnt5a/Fzd7/Wnt11/Rb1/Pik3cb/Lrp5/Hras/E2f1/Tert/Dvl2/Gab1/Pik3r1/Pik3r2/Dvl1/Gadd45b/Map2k2/Cdh1/Apc/Shc1/Tgfb1/Bax/Rps6kb2/Akt1/Cdk2/Fzd2/Abcb1b/Nras/Smad3/Araf/Jup/Rxrb/Csnk1a1/Tp53/Smad2/Cdx2/Apc2/Ctnna3/Cdkn1b/Akt3/Wnt9a/Mlh1/Fzd3/Frat2/Fgf18/E2f2/Muc2/Polk/Ctnnb1/E2f3/Lrp6/Smad4/Pik3ca/Met/Fgf1/Mapk3/Ccnd1/Axin2/Egf/Cdkn1a/Tcf7/Akt2/Frat1/Fzd4/Wnt7b/Axin1/Fzd8/Rarb",107
"rno00620","Metabolism","Carbohydrate metabolism","rno00620","Pyruvate metabolism","37/5855","47/10049",0.00260106480053035,0.00591308731320566,0.00250067282577304,"Glo1/Aldh2/Mdh2/Fh/Aldh9a1/Dld/Acyp1/Pdhb/Acat1/Mdh1/Me1/Pkm/Adh5/Adh4/Ldhb/Acat2l1/Hagh/Aldh7a1/Akr1a1/Me3/Pck2/Pc/Pklr/Dlat/Acat2/Pdha1/Acaca/Me2/Grhpr/Acss2/Aldh3a2/Acyp2/LOC100362738/Ldhd/Acacb/Adh6/Ldhal6b",37
"rno04950","Human Diseases","Endocrine and metabolic disease","rno04950","Maturity onset diabetes of the young","23/5855","27/10049",0.00270315500657856,0.00610447587578338,0.00258161196166792,"Hnf1a/Hes1/Nkx6-1/Pax6/Neurod1/Mafa/Hnf4g/Hnf4a/Slc2a2/Ins1/Iapp/Nkx2-2/Foxa2/Foxa3/Ins2/Pklr/Rfx6/Onecut1/Bhlha15/Pdx1/Mnx1/Gck/Nr5a2",23
"rno04725","Organismal Systems","Nervous system","rno04725","Cholinergic synapse","81/5855","114/10049",0.00310914367171076,0.00692952935982594,0.00293053101495957,"Pik3r3/Fyn/Gnb2/Mapk1/Prkca/Adcy3/Cacna1b/Plcb1/Adcy8/Kcnq3/Kcnj3/Gna11/Creb3l1/Fos/Gnb5/Map2k1/Gnb4/Camk2d/Prkcb/Kcnq2/Creb3l2/Creb1/Kcnj4/Gnaq/Gnb3/Pik3cb/Hras/Gng8/Gnai2/Chrm4/Pik3r1/Pik3r2/Gnao1/Gng3/Gnai3/Camk4/Chrnb2/Kcnj14/Plcb3/Akt1/Pik3r5/Nras/Itpr2/Cacna1d/Camk2a/Cacna1c/Prkaca/Gnb1/Plcb4/Itpr1/Adcy5/Akt3/Kcnj12/Atf4/Camk2g/Creb3/Kcnj6/Camk2b/Prkacb/Adcy9/Chrm2/Gng12/Ache/Chrm3/Kcnq1/Adcy6/Cacna1a/Pik3ca/Jak2/Kcnq4/Mapk3/Adcy1/Itpr3/Gnai1/Kcnq5/Akt2/Kcnj2/Prkcg/Gng5/Creb5/Cacna1s",81
"rno05145","Human Diseases","Infectious disease: parasitic","rno05145","Toxoplasmosis","81/5855","114/10049",0.00310914367171076,0.00692952935982594,0.00293053101495957,"Mapk14/Mapk13/Itga6/Mapk1/Ifngr2/Tgfb2/Socs1/Lamc1/Mapk9/Traf6/Map2k6/Map3k7/Birc3/Irak4/Cyct/Lamb1/Lamb3/Mapk11/Xiap/Nfkbia/Bcl2l1/LOC680121/Ldlr/Tgfb3/Cycs/Casp3/Birc2/Itgb1/Ifngr1/Casp9/Myd88/Stat1/Tab2/Il10ra/Gnai2/Ikbkb/Gnao1/Gnai3/Stat3/Nfkbib/Tgfb1/Bad/Chuk/Akt1/Pik3r5/Nfkb1/Igtp/Tyk2/RT1-Db2/Mapk12/Hspa8/Rela/Irgm/Tnfrsf1a/Cd40/Akt3/Hspa1a/Jak1/Mapk8/Mapk10/Pdpk1/Tab1/Birc7/RT1-DMa/Lamb2/Map2k3/Hspa1l/Ikbkg/Lama5/Jak2/Mapk3/Lamc3/Gnai1/Irak1/Lama3/Lama1/Akt2/RT1-DOb/Ly96/Ppif/RT1-Bb",81
"rno00260","Metabolism","Amino acid metabolism","rno00260","Glycine, serine and threonine metabolism","32/5855","40/10049",0.00317550836947888,0.0070314828181318,0.00297364761871911,"Alas2/Gatm/Psph/Sds/Sdsl/Dld/Sardh/Shmt2/Pipox/Bpgm/Bhmt/Tdh/Gcsh/Pgam2/Aldh7a1/Chdh/Gnmt/Gamt/Dmgdh/Maob/Srr/Grhpr/Maoa/Cth/Tha1/Pgam1/Glyctk/Gcat/Psat1/Alas1/Shmt1/Amt",32
"rno04658","Organismal Systems","Immune system","rno04658","Th1 and Th2 cell differentiation","64/5855","88/10049",0.0033724050035454,0.00741929100779989,0.00313765355168571,"Mapk14/Mapk13/Mapk1/Ifngr2/Mapk9/Maml1/Mapk11/Il12rb2/Nfkbia/Jag1/Fos/Jun/Lck/Ppp3cc/Ifngr1/Maf/Dll4/Jag2/Stat1/Stat4/Il4r/Jak3/Notch2/Ikbkb/Prkcq/Dll3/Gata3/Notch1/Stat5b/Stat5a/Nfkbie/Nfkbib/Chuk/Maml2/Nfkb1/Notch3/Tyk2/RT1-Db2/Mapk12/Rela/Ppp3ca/Nfatc1/Jak1/Mapk8/Mapk10/RT1-DMa/Cd247/Rbpj/Il2rb/Ikbkg/Plcg1/Dll1/Ppp3cb/Stat6/Jak2/Nfatc3/Mapk3/Maml3/Nfatc2/Lat/Ppp3r2/RT1-DOb/RT1-Bb/Rbpjl",64
"rno00051","Metabolism","Carbohydrate metabolism","rno00051","Fructose and mannose metabolism","29/5855","36/10049",0.00410635758892523,0.00897607652450963,0.00379602557140861,"Pfkfb1/Pfkl/Pmm2/Pmm1/Gfus/Akr1b1/Aldoc/Tpi1/Pfkp/Sord/Fbp1/Gmds/Fbp2/Pfkfb3/Mpi/Gmppb/Gmppa/Pfkfb4/Tkfc/Pfkfb2/RGD1563601/Khk/Akr1b10/Pfkm/Aldoa/Fcsk/Aldob/Tigar/LOC500959",29
"rno00561","Metabolism","Lipid metabolism","rno00561","Glycerolipid metabolism","47/5855","63/10049",0.00509580846163261,0.0110679661491511,0.00468069567042352,"Plpp2/Agpat1/Agpat3/Aldh2/Dgkg/Gpat3/Dgke/Aldh9a1/Lpin1/Plpp3/Akr1b1/Gla/Agk/Pnpla3/Lpl/Gpat2/Aldh7a1/Lpin2/Lpin3/Dgat2/Akr1a1/Agpat4/Dgkz/Gpat4/Pnpla2/Agpat2/Tkfc/Mgll/Agpat5/Dgkq/Dgki/Dgkd/Dgka/Mboat1/Dgat1/Lclat1/Gk/Dgkh/Plpp1/Aldh3a2/Pnliprp2/Glyctk/Akr1b10/Abhd16a/Mboat2/Gpam/Plpp5",47
"rno04370","Environmental Information Processing","Signal transduction","rno04370","VEGF signaling pathway","45/5855","60/10049",0.00513612995270433,0.0110849386953935,0.00468787344117584,"Pik3r3/Mapk14/Mapk13/Mapk1/Prkca/Mapk11/Shc2/Pla2g4f/Ptk2/Src/Ppp3cc/Raf1/Map2k1/Prkcb/Casp9/Cdc42/Mapkapk3/Pik3cb/Hras/Pik3r1/Pik3r2/Vegfa/Map2k2/Sphk2/Bad/Pla2g4e/Akt1/Nras/Mapk12/Pxn/Ppp3ca/Akt3/Mapkapk2/Pla2g4b/Kdr/Rac3/Plcg1/Ppp3cb/Pik3ca/Rac1/Mapk3/Akt2/Nfatc2/Ppp3r2/Prkcg",45
"rno04980",NA,NA,"rno04980","Cobalamin transport and metabolism","16/5855","18/10049",0.00550000478165267,0.0117956077392677,0.00498841876919176,"Zfp523/Tcn2/Cd320/Zfp143/Mmaa/Abcd4/Lmbrd1/Prdx1/Mmachc/Mtr/Mtrr/Thap11/Mmadhc/Mmab/Mmut/Hcfc1",16
"rno04350","Environmental Information Processing","Signal transduction","rno04350","TGF-beta signaling pathway","78/5855","111/10049",0.00585082195656373,0.0124695642949265,0.00527343821085021,"Smad9/Hdac2/Tfr2/Chrd/Tfrc/Mapk1/Tgfb2/Fmod/Grem2/Rps6kb1/Myc/Acvr1/Crebbp/Acvr2a/Cul1/Ppp2ca/Skp1/Acvr1b/Tgfbr1/Id2/Neo1/Inhbe/Igsf1/Smad6/Tf/Hdac1/Skil/Tgfb3/Ppp2r1a/Smad5/Zfyve16/Sp1/Acvr2b/Smurf2/Amhr2/Ppp2cb/E2f4/Tgif1/Id4/Bambi/Hfe/Smad7/Smad1/Tfdp1/Tgfb1/Emp3/Rps6kb2/Id1/Smurf1/Id3/Zfyve9/Smad3/E2f5/Smad2/Pitx2/Rock1/Fbn1/Sin3a/Acvr1c/Ppp2r1b/Rbl1/Tgif2/Rgma/Rhoa/Nbl1/Rgmb/Bmpr1a/Ski/Ncor1/Thsd4/Smad4/Thbs1/Inhbb/Rbx1/Mapk3/Bmp2/Ltbp1/Ep300",78
"rno05032","Human Diseases","Substance dependence","rno05032","Morphine addiction","65/5855","91/10049",0.00631497105432464,0.013375187139905,0.00565643043113746,"Gnb2/Gabra4/Gabra2/Adora1/Gabrg2/Prkca/Adcy3/Cacna1b/Adcy8/Kcnj3/Pde4b/Pde11a/Kcnj9/Gabbr2/Gnb5/Gnb4/Pde3b/Grk5/Prkcb/Pde1c/Gabrg3/Gnb3/Gabrd/Gng8/Gnai2/Pde8a/Grk2/Arrb2/Gnao1/Pde4c/Gng3/Pde2a/Gnai3/Pde3a/Gnas/Gabbr1/Prkaca/Gnb1/Pde10a/Arrb1/Grk6/Adcy5/Pde1b/Pde4d/Kcnj6/Pde7a/Prkacb/Adcy9/Gng12/Gabrq/Pde7b/Gabrb3/Grk3/Adcy6/Cacna1a/Pde1a/Gabra3/Adcy1/Gnai1/Pde8b/Grk4/Pde4a/Prkcg/Gng5/Gabrg1",65
"rno04962","Organismal Systems","Excretory system","rno04962","Vasopressin-regulated water reabsorption","34/5855","44/10049",0.0066002010776119,0.0138813477309679,0.00587048815910666,"Adcy3/Nsf/Dync2li1/Creb3l1/Dctn2/Dync1h1/Rab11b/Dynll2/Dync1i1/Dctn1/Dync1i2/Dync1li1/Dynll1/Rab11a/Creb3l2/Dctn6/Creb1/Dctn5/Stx4/Dctn4/Rab5c/Dync1li2/Gnas/Prkaca/Arhgdia/Vamp2/Rab5b/Creb3/Prkacb/Adcy9/Adcy6/Rab5a/Arhgdig/Creb5",34
"rno04730","Organismal Systems","Nervous system","rno04730","Long-term depression","46/5855","62/10049",0.00663536563093188,0.0138813477309679,0.00587048815910666,"Nos1/Gna12/Gnaz/Mapk1/Prkca/Plcb1/Crhr1/Gna11/Ppp2ca/Pla2g4f/Lyn/Raf1/Map2k1/Braf/Ppp2r1a/Ppp1r17/Prkcb/Gnaq/Igf1r/Ppp2cb/Hras/Gnai2/Gnao1/Gnai3/Map2k2/Ryr1/Plcb3/Pla2g4e/Gnas/Nras/Araf/Itpr2/Plcb4/Itpr1/Ppp2r1b/Grid2/Gucy1b1/Pla2g4b/Gria2/Cacna1a/Mapk3/Itpr3/Gnai1/Gucy1a2/Gna13/Prkcg",46
"rno00270","Metabolism","Amino acid metabolism","rno00270","Cysteine and methionine metabolism","42/5855","56/10049",0.00678302509017789,0.0141037289984796,0.00596453425773024,"Cdo1/Mpst/Amd1/Sds/Sdsl/Mdh2/Enoph1/Mri1/Mat2b/Apip/Sms/Mdh1/Adi1/Srm/Mat1a/Bhmt/Dnmt3b/Got2/Ldhb/Mat2a/Gclm/Kyat1/Gnmt/Got1/Mtr/Ahcy/Ahcyl2/Gss/Il4i1/Bcat2/Lacc1/Gclc/Dnmt3a/Tst/Dnmt1/RGD1308564/Ahcyl1/Cth/RGD1559938/Psat1/Mtap/Ldhal6b",42
"rno04550","Cellular Processes","Cellular community - eukaryotes","rno04550","Signaling pathways regulating pluripotency of stem cells","98/5855","143/10049",0.00709246411326099,0.014657759167406,0.0061988362584801,"Pcgf3/Smad9/Pik3r3/Mapk14/Mapk13/Lhx5/Fzd9/Dvl3/Mapk1/Gsk3b/Wnt9b/Wnt3/Grb2/Pax6/Meis1/Myc/Fzd6/Acvr1/Acvr2a/Smarcad1/Lif/Mapk11/Acvr1b/Id2/Inhbe/Pcgf1/Skil/Raf1/Esrrb/Map2k1/Dlx5/Lifr/Smad5/Pcgf2/Isl1/Wnt4/Igf1r/Zfhx3/Fzd5/Acvr2b/Wnt5a/Id4/Fzd7/Wnt11/Pik3cb/Klf4/Hras/Fgfr3/Dvl2/Pcgf5/Smad1/Jak3/Pik3r1/Pik3r2/Dvl1/Stat3/Map2k2/Pcgf6/Apc/Setdb1/Fgfr1/Id1/Akt1/Onecut1/Fzd2/Id3/Kat6a/Nras/Smad3/Fgfr4/Mapk12/Smad2/Apc2/Akt3/Wnt9a/Acvr1c/Bmi1/Jak1/Jarid2/Fzd3/Tcf3/Ctnnb1/Bmpr1a/Smad4/Pik3ca/Inhbb/Jak2/Mapk3/Axin2/Rif1/Tcf7/Akt2/Il6st/Fzd4/Wnt7b/Axin1/Otx1/Fzd8",98
"rno04151","Environmental Information Processing","Signal transduction","rno04151","PI3K-Akt signaling pathway","230/5855","356/10049",0.00749470370740589,0.0153496385907195,0.00649143536634843,"Ppp2r5a/Pik3r3/Foxo3/Atf6b/Col6a2/Pdgfa/Il3ra/Gnb2/Ywhag/Itga6/Atf2/Mapk1/Kit/Pdgfra/Tnr/Lamc1/Phlpp1/Gsk3b/Prkca/Rps6kb1/Rptor/Grb2/Itga3/Pkn1/Egfr/Myc/Sos2/Itga4/Itgav/Ywhae/Ngfr/Ppp2r5c/Ppp2ca/Creb3l1/Pgf/Angpt1/Lamb1/Lamb3/Kitlg/Sos1/Nr4a1/Ppp2r3a/Prkaa2/Ccne2/Bcl2l1/Ptk2/Fgf22/Gnb5/Epha2/Rxra/Raf1/Map2k1/Mtor/Mlst8/Itgb1/Gnb4/Ppp2r1a/Ppp2r2a/Fgf9/Vegfc/Ins1/Il7/Sgk1/Tsc2/Itgb7/Tsc1/Syk/Ywhab/Creb3l2/Rbl2/Epor/Prkaa1/Pik3ap1/Casp9/Col9a1/Creb1/Ntrk1/Igf1r/Irs1/Fn1/Ccne1/Ppp2cb/Col4a3/Il4r/Ghr/Gnb3/Efna2/Phlpp2/Pik3cb/Hras/Gng8/Bcl2l11/Angpt2/Ppp2r5d/Ppp2r2d/Fgfr3/Pdgfb/Csf1/Pck2/Jak3/Pik3r1/Ikbkb/Pik3r2/Gng3/Vegfa/Eif4e2/Artn/Hsp90ab1/Map2k2/Ins2/Efna1/Efna4/G6pc1/Flt3lg/Brca1/Pten/Ntf4/Il6r/Them4/Gys1/G6pc3/Ppp2r5b/Bad/Fgfr1/Hsp90b1/Rps6kb2/Ifnar1/Chuk/Akt1/Pkn2/Cdk4/Cdk2/Pik3r5/Ppp2r3c/Ywhaz/Itga2b/Nfkb1/Magi1/Nras/Vtn/Ppp2r2b/Sgk2/Gnb1/Ntrk2/Fgfr4/Lpar1/Efna5/Rela/Tp53/Ret/Cdkn1b/Itgb5/Vegfb/Col6a6/Tgfa/Akt3/Stk11/Itga7/Ppp2r1b/Col4a5/Jak1/Atf4/Itgb4/Creb3/Mdm2/Insr/Pdpk1/Kdr/Ppp2r3b/Rheb/Lamb2/Sgk3/Fgf18/Comp/Nrtn/Ifnar2/Rps6/Bdnf/Ccnd3/F2r/Chrm2/Gng12/Il2rb/Ppp2r5e/Ywhaq/Pkn3/Ikbkg/Cdc37/Igf2/Prlr/Lama5/Myb/Pdgfc/Thbs1/Pik3ca/Efna3/Ddit4/Ywhah/Itga1/Hsp90aa1/Met/Jak2/Rac1/Fgf1/Mapk3/Itga5/Thbs3/Ppp2r2c/Ccnd1/Flt3/Egf/Lamc3/Eif4e/Cdkn1a/Crtc2/Eif4e1b/Lama3/Magi2/Ccnd2/Lama1/Eif4ebp1/Akt2/Col4a2/Il6/Gng5/Mcl1/Pspn/Creb5/Erbb3/Vwf",230
"rno04971","Organismal Systems","Digestive system","rno04971","Gastric acid secretion","55/5855","76/10049",0.00752822099256618,0.0153496385907195,0.00649143536634843,"Kcnk2/Sstr2/Atp1b1/Prkca/Kcnk10/Adcy3/Plcb1/Adcy8/Calml4/Slc9a1/Car2/Atp1b2/Atp1b3/Camk2d/Prkcb/Gnaq/Slc4a2/Gast/Gnai2/Calm3/Gnai3/Atp1a3/Plcb3/Gnas/Atp1a1/Itpr2/Kcne2/Camk2a/Prkaca/Plcb4/Itpr1/Ezr/Adcy5/Actg1/LOC100361457/Atp1a2/Calm1/Camk2g/Mylk/Camk2b/Prkacb/Adcy9/Chrm3/Kcnq1/Actb/Adcy6/Adcy1/Itpr3/Gnai1/Kcnj16/Kcnj2/Prkcg/Slc26a7/Calm2/Kcnj10",55
"rno01230","Metabolism","Global and overview maps","rno01230","Biosynthesis of amino acids","66/5855","93/10049",0.00756228528809642,0.0153496385907195,0.00649143536634843,"Asl/Psph/Pfkl/Sds/Sdsl/Mat2b/Pycr2/Eno2/Eno3/Prps2/Pah/Rpia/Aco1/Idh3b/Asns/Shmt2/Idh3a/Mat1a/Pkm/Aldoc/Acy1/Got2/Rpe/Arg1/Mat2a/Pgam2/Idh2/Idh1/Tpi1/Tkt/Got1/Pfkp/Mtr/Eno1/Taldo1/Pc/Pklr/Bcat2/Pycr3/Cs/Aco2/RGD1563601/Gapdh/LOC303448/Gpt/Pycr1/Cth/LOC100362738/Tha1/Pgam1/Glul/Gpt2/Pgk1/Pfkm/Prps1/Aldoa/Idh3g/Psat1/LOC314140/Aldob/LOC500959/Ass1/Arg2/Shmt1/Eno4/Aldh18a1",66
"rno04540","Cellular Processes","Cellular community - eukaryotes","rno04540","Gap junction","62/5855","87/10049",0.00819632991619539,0.0165381568131516,0.00699406539096087,"Pdgfa/Mapk1/Pdgfra/Prkca/Tuba4a/Grb2/Adcy3/Egfr/Plcb1/Sos2/Adcy8/Gna11/Sos1/Map2k5/Gjd2/Src/Raf1/Tubb4b/Map2k1/Tjp1/Csnk1d/Prkcb/Gnaq/Hras/Gnai2/Pdgfb/Tubb3/Tubb6/Gnai3/Map2k2/Plcb3/Tuba1c/Gnas/Nras/Itpr2/Prkaca/Plcb4/Itpr1/Lpar1/Drd2/Adcy5/Map3k2/Gucy1b1/Prkacb/Adcy9/Mapk7/Tubb1/Tubb4a/Tubb5/Tuba1b/Tuba1a/Pdgfc/Adcy6/Tubb2a/Cdk1/Mapk3/Adcy1/Egf/Itpr3/Gnai1/Gucy1a2/Prkcg",62
"rno05202","Human Diseases","Cancer: overview","rno05202","Transcriptional misregulation in cancer","129/5855","193/10049",0.00844967406985098,0.0169160426857387,0.00715387512871186,"Bak1/Hdac2/Jmjd1c/Pdgfa/Runx1/Etv5/Bcl6/Klf3/Prom1/H3f3a/Rxrg/Meis1/Myc/Ngfr/Gadd45a/Birc3/Etv6/Nr4a3/Rara/Ddit3/Cdk14/Id2/Slc45a3/Bcl2l1/Max/Ptk2/Fut8/Cdkn2c/Lmo2/Ewsr1/Tfe3/Hdac1/Rxra/Hpgd/Zbtb17/Birc2/Mllt3/Maf/Itgb7/Spint1/Arnt2/Prcc/Foxo1/Gadd45g/Pax3/Ntrk1/Ddb2/Igf1r/Sp1/Il1r2/Kmt2a/Ccna2/Nsd2/Baiap3/Fev/Zeb1/Ccnt2/Smad1/Plat/Gadd45b/Supt3h/Per2/Pbx1/Etv4/Bax/Men1/Pbx3/Fus/Ss18/Cdk9/Six1/Hoxa10/Nfkb1/Dusp6/Ccna1/Jup/Ldb1/Nfkbiz/Rxrb/Pml/Rela/Zbtb16/Tp53/Ddx5/LOC100359421/Cdkn1b/Six4/H3f3b/Atm/Mitf/Dot1l/Cd40/Sin3a/Tspan7/Bmp2k/Bmi1/Elk4/Etv1/Aff1/Mdm2/Mllt1/Tcf3/Kdm6a/Il2rb/Ccnt1/Polk/Rel/Ncor1/Taf15/Cebpb/Mycn/Ss18l1/Met/Atf1/Igfbp3/Flt3/Cdkn1a/Traf1/H3c1/Runx1t1/Ccnd2/Aspscr1/H3c13/Hist2h3c2/Il6/Hoxa9/Pax5/Mlf1/Uty",129
"rno00450","Metabolism","Metabolism of other amino acids","rno00450","Selenocompound metabolism","15/5855","17/10049",0.00848282492452001,0.0169160426857387,0.00715387512871186,"Txnrd2/Txnrd1/Papss2/Kyat1/Mtr/Sephs1/Scly/Pstk/Mars1/Cth/Sepsecs/Sephs2/Papss1/Txnrd3/Mars2",15
"rno00330","Metabolism","Amino acid metabolism","rno00330","Arginine and proline metabolism","41/5855","55/10049",0.00888594025730428,0.0176168931845393,0.00745026814718902,"Gatm/Amd1/Nos1/Aldh2/Prodh/Pycr2/Lap3/Aldh9a1/L3hypdh/Odc1/Sms/Srm/Ckb/Got2/Agmat/Arg1/Aldh7a1/Cndp2/Got1/Oat/Carns1/Smox/Gamt/Pycr3/P4ha2/Maob/Ckmt1/Pycr1/Aldh3a2/Maoa/Sat1/P4ha1/RGD1559938/Aldh4a1/Sat2/Azin2/Ckmt2/P4ha3/Arg2/Hoga1/Aldh18a1",41
"rno03450","Genetic Information Processing","Replication and repair","rno03450","Non-homologous end-joining","12/5855","13/10049",0.00916188039655342,0.0180589665619926,0.00763722308687447,"Xrcc6/Mre11/Polm/Lig4/Dclre1c/Xrcc5/Poll/Nhej1/Fen1/Prkdc/Xrcc4/Rad50",12
"rno00650","Metabolism","Carbohydrate metabolism","rno00650","Butanoate metabolism","22/5855","27/10049",0.00970872481338556,0.019026868743474,0.00804655353559481,"Gad1/Aacs/Acads/Bdh1/Ehhadh/Abat/L2hgdh/Acat1/Hmgcl/Hadh/Hmgcll1/Acat2l1/Hmgcs1/Gad2/Aldh5a1/Acat2/Hadha/Acsm5/Oxct1/Echs1/Acsm1/Acsm3",22
"rno04064","Environmental Information Processing","Signal transduction","rno04064","NF-kappa B signaling pathway","70/5855","100/10049",0.0100917407442052,0.0196644776787084,0.00831620139522472,"Ltb/Parp1/Map3k14/Tab3/Traf6/Map3k7/Gadd45a/Birc3/Irak4/Traf2/Xiap/Nfkbia/Bcl2l1/Traf3/Lyn/Card10/Erc1/Lck/Birc2/Csnk2a2/Prkcb/Cflar/Syk/Gadd45g/Myd88/Cyld/Blnk/Il1r1/Bcl10/Tradd/Tnfrsf11a/Tab2/Ripk1/Pidd1/Ikbkb/Prkcq/Ltbr/Nfkb2/Gadd45b/Pias4/Icam1/Chuk/Nfkb1/Tirap/Relb/Rela/Ppp1r13l/Tnfrsf1a/Atm/Cd40/Trim25/Ticam2/Rig1/Trim80/Cxcl12/Tab1/Malt1/Traf5/Ticam1/Tnfaip3/Eda/Csnk2b/Ikbkg/Plcg1/Ube2i/Irak1/Traf1/Lat/Ly96/Csnk2a1",70
